,team,teamcode,eventcode,placement
3100,excelsior,7342,2482,13-16th
3101,exaequo,6396,2482,13-16th
3102,firenation,7334,2482,13-16th
3103,dank-deaglez,7337,2482,17-20th
3104,dreamrar,7153,2482,17-20th
3105,south-africa,6282,2482,17-20th
3106,anubis,7335,2482,17-20th
3107,turkey,5106,2311,1st
3108,argentina,6208,2311,2nd
3109,denmark,5139,2311,3-4th
3110,france,5142,2311,3-4th
3111,sweden,5133,2311,5-8th
3112,canada,6273,2311,5-8th
3113,tunisia,6279,2311,5-8th
3114,singapore,6308,2311,5-8th
3115,g3x,6621,2388,1-2nd
3116,biggods,6789,2388,1-2nd
3117,cnb,6618,2388,3rd
3118,red-canids,7176,2388,4th
3119,intz,6619,2388,5-8th
3120,innova,6785,2388,5-8th
3121,dai-dai,7012,2388,5-8th
3122,black-dragons,7081,2388,5-8th
3123,hardknocks,7240,2388,9th
3124,risky,6681,2498,1-2nd
3125,dare2dream,7350,2498,1-2nd
3126,bot,7347,2498,3-4th
3127,overcome,7349,2498,3-4th
3128,brutality,6352,2498,5-7th
3129,destructive-5,7346,2498,5-7th
3130,entity,7348,2498,5-7th
3131,pride,6896,2496,1st
3132,atb,6221,2496,2nd
3133,golden-children,7341,2496,3-4th
3134,leftovers,7345,2496,3-4th
3135,shaaveji,6523,2491,1st
3136,pro-era,7158,2491,2nd
3137,xpresive,6395,2491,3-4th
3138,wolsung,7340,2491,3-4th
3139,fruits,7073,2490,1st
3140,xpc,4982,2490,2nd
3141,iwku,6832,2490,3-4th
3142,venatores,7253,2490,3-4th
3143,epiphany-bolt,6220,2490,5-8th
3144,atb,6221,2490,5-8th
3145,above-the-rest,7188,2490,5-8th
3146,epsilon-hype,7308,2490,5-8th
3147,hellraisers,5310,2397,1st
3148,tengri,7145,2397,2nd
3149,flipsid3,5988,2397,3-4th
3150,spirit,7020,2397,3-4th
3151,gambit,6651,2397,5-6th
3152,noksukao,7060,2397,5-6th
3153,preparation,6724,2397,7-8th
3154,anox,6923,2397,7-8th
3155,puppet5,7332,2488,3-4th
3156,wild,7333,2488,3-4th
3157,guerilla-method,7310,2354,1st
3158,project-lunacy,7327,2354,2nd
3159,ination,4803,2354,3-4th
3160,gamepub,5273,2354,3-4th
3161,argentina,6208,2485,1st
3162,nocturns,7137,2485,2nd
3163,guerreros-del-mouse,6558,2485,3-4th
3164,feel-the-glory,7321,2485,3-4th
3165,dynasty,6630,2485,5-8th
3166,furious,6799,2485,5-8th
3167,magnum-monsters,6801,2485,5-8th
3168,focus,7322,2485,5-8th
3169,gambit,6651,2345,1st
3170,flipsid3,5988,2345,2nd
3171,tengri,7145,2345,3rd
3172,spirit,7020,2345,4th
3173,natus-vincere,4608,2239,1st
3174,virtuspro,5378,2239,2nd
3175,liquid,5973,2239,3-4th
3176,sk,6137,2239,3-4th
3177,fnatic,4991,2239,5-6th
3178,optic,6615,2239,5-6th
3179,astralis,6665,2239,7th
3180,g2,5995,2239,8th
3181,biggods,6789,2478,1st
3182,intz,6619,2478,2nd
3183,g3x,6621,2478,3rd
3184,remo-brave,6587,2478,4th
3185,teamone,6947,2478,5-6th
3186,black-dragons,7081,2478,5-6th
3187,cnb,6618,2478,7-8th
3188,operation-kino,7302,2478,7-8th
3189,zeta-strike,7320,2484,1st
3190,kexpz,7319,2484,2nd
3191,kinguin,6134,2457,1st
3192,atb,6221,2457,2nd
3193,venatores,7253,2457,3rd
3194,moral-alliance,7260,2457,4th
3195,athletico,5680,2475,1st
3196,onestop,7170,2475,2nd
3197,avant,5293,2475,3-4th
3198,legacy,6468,2475,3-4th
3199,red-instinct,6368,2468,1st
3200,epiphany-bolt,6220,2468,2nd
3201,no-problem,5909,2468,3-4th
3202,5frags,7251,2468,3-4th
3203,refuse,4781,2468,5-8th
3204,overrated,4907,2468,5-8th
3205,begenius,6131,2468,5-8th
3206,preparationyellow,7179,2468,5-8th
3207,pixel,6737,2464,1st
3208,esuba,5412,2464,2nd
3209,at-powerhouse,7303,2464,3-4th
3210,team-of-miracles,7304,2464,3-4th
3211,selfless,6736,2469,1st
3212,muffin-lightning,7220,2469,2nd
3213,clg,5974,2469,3-4th
3214,echo-fox,6680,2469,3-4th
3215,kinguin,6134,2467,1st
3216,archangels,7039,2467,2nd
3217,ldlc,4674,2467,3-4th
3218,epsilon,4688,2467,3-4th
3219,tricked,4602,2467,5-8th
3220,inetkoxtv,6998,2467,5-8th
3221,darkpassage,7018,2467,5-8th
3222,rogue,7157,2467,5-8th
3223,alternate-attax,4501,2463,1st
3224,euronics,6343,2463,2nd
3225,transact,7287,2463,3-4th
3226,tysker,7288,2463,3-4th
3227,5frags,7251,2450,1-2nd
3228,shadows,7193,2450,1-2nd
3229,mighty44,7283,2450,3-4th
3230,runited,7250,2450,3-4th
3231,quantum-bellator,7252,2450,5th
3232,eyesports,4876,2450,6-7th
3233,enso,6213,2450,6-7th
3234,comanche,7101,2450,8-9th
3235,puddipuddi,7206,2450,8-9th
3236,dignitas,5422,2395,1st
3237,godsent,6902,2395,2nd
3238,astralis,6665,2395,3-4th
3239,faze,6667,2395,3-4th
3240,mousesports,4494,2395,5-6th
3241,wizards,4591,2395,5-6th
3242,space-soldiers,5929,2395,7-8th
3243,heroic,7175,2395,7-8th
3244,canada,7290,2474,1st
3245,subtle,7217,2474,2nd
3246,insomnia,6817,2474,3-4th
3247,hyper,7289,2474,3-4th
3248,lgr,7028,2462,1st
3249,k29,4908,2462,2nd
3250,encore,5727,2462,3-4th
3251,for-gamers,7282,2462,3-4th
3252,tsm,5996,2413,3-4th
3253,immortals,7010,2413,3-4th
3254,complexity,5005,2413,5-8th
3255,clg,5974,2413,5-8th
3256,nrg,6673,2413,5-8th
3257,echo-fox,6680,2413,5-8th
3258,sk,6137,2420,1st
3259,immortals,7010,2420,2nd
3260,echo-fox,6680,2420,3rd
3261,renegades,6211,2420,4th
3262,pain,4773,2420,5th
3263,selfless,6736,2420,6th
3264,ronin,6707,2420,7th
3265,fakeoutnation,7263,2420,8th
3266,prospects,6792,2420,9th
3267,godsent,6902,2419,1st
3268,dignitas,5422,2419,2nd
3269,tricked,4602,2419,3rd
3270,epsilon,4688,2419,4th
3271,heroic,7175,2419,5th
3272,flipsid3,5988,2419,6th
3273,preparation,6724,2419,7th
3274,passions,7124,2419,8th
3275,gambit,6651,2419,9th
3276,denmark,5139,2349,1-2nd
3277,sweden,5133,2349,1-2nd
3278,kazakhstan,5115,2349,3rd
3279,france,5142,2349,4th
3280,finland,5136,2349,5-8th
3281,turkey,5106,2349,5-8th
3282,poland,5137,2349,5-8th
3283,belgium,5140,2349,5-8th
3284,russia,5138,2349,9-12th
3285,norway,5108,2349,9-12th
3286,netherlands,5103,2349,9-12th
3287,germany,5143,2349,9-12th
3288,iceland,5078,2349,13-16th
3289,estonia,5068,2349,13-16th
3290,spain,5101,2349,13-16th
3291,portugal,5135,2349,13-16th
3292,hungary,5058,2349,17-24th
3293,bulgaria,5116,2349,17-24th
3294,slovenia,5073,2349,17-24th
3295,czech-republic,5117,2349,17-24th
3296,slovakia,5141,2349,17-24th
3297,montenegro,5075,2349,17-24th
3298,croatia,5076,2349,17-24th
3299,lithuania,5112,2349,17-24th
3300,romania,5105,2349,25-32nd
3301,ukraine,5144,2349,25-32nd
3302,ireland,5114,2349,25-32nd
3303,belarus,5107,2349,25-32nd
3304,bosnia-herzegovina,5109,2349,25-32nd
3305,latvia,5102,2349,25-32nd
3306,serbia,5111,2349,25-32nd
3307,united-kingdom,5134,2349,25-32nd
3308,israel,5077,2349,33-48th
3309,switzerland,5113,2349,33-48th
3310,greece,5067,2349,33-48th
3311,malta,5754,2349,33-48th
3312,macedonia,5079,2349,33-48th
3313,cyprus,5755,2349,33-48th
3314,luxembourg,5069,2349,33-48th
3315,moldova,5080,2349,33-48th
3316,azerbaijan,6277,2349,33-48th
3317,georgia,6283,2349,33-48th
3318,armenia,5074,2349,33-48th
3319,italy,5110,2349,33-48th
3320,albania,6284,2349,33-48th
3321,kyrgyzstan,6313,2349,33-48th
3322,austria,5104,2349,33-48th
3323,uzbekistan,7107,2349,33-48th
3324,tyloo,4863,2161,1st
3325,5power,7092,2161,2nd
3326,born-of-fire,6502,2161,3rd
3327,boot,6898,2161,4th
3328,fish123,6298,2461,1st
3329,warmonkeys,6854,2461,2nd
3330,endpoint,7234,2461,3-4th
3331,bulldog,7281,2461,3-4th
3332,russia,7268,2460,1st
3333,eyesports,4876,2460,2nd
3334,ussr,5004,2460,3-4th
3335,npme,6551,2460,3-4th
3336,enso,6213,2460,5-8th
3337,quantum-bellator,7252,2460,5-8th
3338,spassk,7267,2460,5-8th
3339,wickeds1ck,7269,2460,5-8th
3340,team1,7265,2459,1st
3341,spraynpray,7264,2459,2nd
3342,acg,5847,2459,3-4th
3343,vengeance,7266,2459,3-4th
3344,envy,5991,2435,1st
3345,mousesports,4494,2435,2nd
3346,epsilon,4688,2435,3-4th
3347,godsent,6902,2435,3-4th
3348,vgcyberzen,6773,2411,1st
3349,renegades,6211,2411,2nd
3350,dreamscape,6714,2411,3-4th
3351,themongolz,6248,2411,3-4th
3352,nxl,5258,2411,5-8th
3353,mith,6353,2411,5-8th
3354,mvp-project,6474,2411,5-8th
3355,allgamers,6504,2411,5-8th
3356,new4,4865,2411,9-12th
3357,risky,6681,2411,9-12th
3358,ehome,7024,2411,9-12th
3359,rebellion,7229,2411,9-12th
3360,mvpkarnal,6109,2411,13-16th
3361,gogomyteam,7230,2411,13-16th
3362,invictus,7231,2411,13-16th
3363,rascal-jester,7232,2411,13-16th
3364,force-of-nature,7051,2421,1st
3365,dynasty,6630,2421,2nd
3366,leapfrog,7270,2456,1-2nd
3367,sabertooth,7274,2456,1-2nd
3368,shukufuku-sunshine,7273,2456,3-4th
3369,theowls,7276,2456,3-4th
3370,signature,6774,2456,5-8th
3371,igamerworld,7271,2456,5-8th
3372,neolution,7272,2456,5-8th
3373,vikingsvortex,7275,2456,5-8th
3374,dd,7262,2458,1st
3375,avenue,5413,2458,2nd
3376,vae-victis,7261,2458,3rd
3377,dignitas,5422,2334,1st
3378,astralis,6665,2334,2nd
3379,wizards,4591,2334,3-4th
3380,newstyle,5455,2334,3-4th
3381,tricked,4602,2334,5-8th
3382,midlertidig,5061,2334,5-8th
3383,alpha,6807,2334,5-8th
3384,magistra,6946,2334,5-8th
3385,fnatic-academy,7169,2451,1st
3386,red-instinct-rs,6962,2451,2nd
3387,esuba,5412,2451,3-4th
3388,winfiction,6970,2451,3-4th
3389,xpc,4982,2451,5-8th
3390,k1ck,6222,2451,5-8th
3391,godsent-academy,7208,2451,5-8th
3392,venatores,7253,2451,5-8th
3393,virtuspro,5378,2449,1st
3394,kinguin,6134,2449,2nd
3395,refuse,4781,2449,3-4th
3396,pride,6896,2449,3-4th
3397,distinct5,6328,2449,5-6th
3398,pincsytplus,7254,2449,5-6th
3399,kon-finland,6420,2439,1st
3400,kon-norway,6419,2439,2nd
3401,kon-sweden,6418,2439,3rd
3402,kon-denmark,6417,2439,4th
3403,gex,7248,2455,1st
3404,game4glory,7258,2455,2nd
3405,elusive,7256,2455,3-4th
3406,intex,7257,2455,3-4th
3407,lgr,7028,2158,1st
3408,mk,6959,2158,2nd
3409,anox,6923,2158,3rd
3410,lowlandlions,4579,2158,4th
3411,enso,6213,2158,5th
3412,extatus,6745,2158,6th
3413,space-jam,7017,2158,7th
3414,empire,6684,2158,8th
3415,reason,5208,2158,9th
3416,killerfish,5093,2158,10th
3417,team1231,7014,2448,1st
3418,ination,4803,2448,2nd
3419,overpowered,7095,2448,3-4th
3420,net1,7249,2448,3-4th
3421,k23,7244,2446,1st
3422,zarlans,7182,2446,2nd
3423,tba,7245,2446,3-4th
3424,knockout-sports,7247,2446,3-4th
3425,envy,5991,2445,1st
3426,maxisaucisse,5260,2445,2nd
3427,red-instinct,6368,2445,3-4th
3428,dizlown,7242,2445,3-4th
3429,begenius,6131,2445,5-7th
3430,red-instinct-rs,6962,2445,5-7th
3431,supremacy,7241,2445,5-7th
3432,norway,7243,2440,1st
3433,epiphany-bolt,6220,2440,2nd
3434,bx3,4606,2440,3-4th
3435,deadweight,6944,2440,3-4th
3436,alternate-attax,4501,2296,1st
3437,mk,6959,2296,2nd
3438,spirit,7020,2296,3rd
3439,agg,6686,2296,4th
3440,dendd,6407,2296,5-6th
3441,rogue,7157,2296,5-6th
3442,tricked,4602,2296,7-8th
3443,kinguin,6134,2296,7-8th
3444,epsilon,4688,2296,9-12th
3445,pride,6896,2296,9-12th
3446,space-soldiers,5929,2296,9-12th
3447,begenius,6131,2296,9-12th
3448,vws,6756,2296,13-16th
3449,ldlc,4674,2296,13-16th
3450,secret-fe,6871,2296,13-16th
3451,delete,7074,2296,13-16th
3452,alpha,6807,2444,1st
3453,newstyle,5455,2444,2nd
3454,walkover,6851,2444,3-4th
3455,rob,7239,2444,3-4th
3456,hastalavista,4502,2444,5-8th
3457,cursive,5125,2444,5-8th
3458,magistra,6946,2444,5-8th
3459,singularity,6978,2444,5-8th
3460,immortals,7010,2441,1st
3461,optic,6615,2441,2nd
3462,sk,6137,2441,3-4th
3463,nrg,6673,2441,3-4th
3464,complexity,5005,2441,5-8th
3465,tsm,5996,2441,5-8th
3466,splyce,6301,2441,5-8th
3467,echo-fox,6680,2441,5-8th
3468,godsent,6902,2443,1st
3469,epsilon,4688,2443,2nd
3470,iwku,6832,2443,3-4th
3471,fnatic-academy,7169,2443,3-4th
3472,sbred,7236,2443,5-6th
3473,samhall,7237,2443,5-6th
3474,virtuspro,5378,2112,1st
3475,cloud9,5752,2112,2nd
3476,dignitas,5422,2112,3-4th
3477,envy,5991,2112,3-4th
3478,faze,6667,2112,5-6th
3479,heroic,7175,2112,5-6th
3480,flipsid3,5988,2112,7-8th
3481,gambit,6651,2112,7-8th
3482,themongolz,6248,2442,1-2nd
3483,savor-the-fear,6894,2442,1-2nd
3484,cipangugo,5749,2442,3-4th
3485,mvp-project,6474,2442,3-4th
3486,detonator,6192,2442,5-8th
3487,m0nster,6342,2442,5-8th
3488,4dimension,7108,2442,5-8th
3489,newullst,7235,2442,5-8th
3490,vatoslocos,7233,2438,1st
3491,k1ck,6222,2438,2nd
3492,gbots,5435,2438,3-4th
3493,eu4ia,6672,2438,3-4th
3494,pride,6896,2436,1st
3495,inetkoxtv,6998,2436,2nd
3496,alpha,6807,2436,3-4th
3497,winfiction,6970,2436,3-4th
3498,knr,5616,2436,5-8th
3499,no-problem,5909,2436,5-8th
3500,extatus,6745,2436,5-8th
3501,darkpassage,7018,2436,5-8th
3502,dynasty,6630,2418,1-2nd
3503,force-of-nature,7051,2418,1-2nd
3504,furious,6799,2418,3-4th
3505,magnum-monsters,6801,2418,3-4th
3506,trs,6000,2418,5-8th
3507,frequency,7202,2418,5-8th
3508,exitto,7203,2418,5-8th
3509,heavystompers,7204,2418,5-8th
3510,bpro,6762,2437,1st
3511,xpc,4982,2437,2nd
3512,headshotbg,4690,2437,3-4th
3513,5b0rk4,7228,2437,3-4th
3514,echo-fox,6680,2406,1-4th
3515,sk,6137,2406,1-4th
3516,immortals,7010,2406,1-4th
3517,optic,6615,2406,1-4th
3518,liquid,5973,2406,5-8th
3519,nrg,6673,2406,5-8th
3520,tsm,5996,2406,5-8th
3521,renegades,6211,2406,5-8th
3522,complexity,5005,2406,9-16th
3523,clg,5974,2406,9-16th
3524,selfless,6736,2406,9-16th
3525,blight,7105,2406,9-16th
3526,luminosity,6290,2406,9-16th
3527,eunited,7106,2406,9-16th
3528,splyce,6301,2406,9-16th
3529,muffin-lightning,7220,2406,9-16th
3530,gambit,6651,2348,1-2nd
3531,spirit,7020,2348,1-2nd
3532,noksukao,7060,2348,3-4th
3533,tengri,7145,2348,3-4th
3534,enso,6213,2348,5-8th
3535,shadows,7193,2348,5-8th
3536,puddipuddi,7206,2348,5-8th
3537,kung-fu-masters,7207,2348,5-8th
3538,preparation,6724,2348,9-10th
3539,vesuvius,6921,2348,9-10th
3540,binary-dragons,6669,2348,11-12th
3541,comanche,7101,2348,11-12th
3542,eunited,7106,2405,1st
3543,pain,4773,2405,2nd
3544,subtle,7217,2405,3-4th
3545,descend,7225,2405,3-4th
3546,braindead,6170,2405,5-8th
3547,winterfox,6386,2405,5-8th
3548,the-legends,7223,2405,5-8th
3549,bens-anime-team,7227,2405,5-8th
3550,nwnl,7224,2405,9th
3551,splyce,6301,2404,1-2nd
3552,muffin-lightning,7220,2404,1-2nd
3553,winterfox,6386,2404,3-4th
3554,eunited,7106,2404,3-4th
3555,denial,4643,2404,5-8th
3556,pain,4773,2404,5-8th
3557,pink-penguins,7221,2404,5-8th
3558,serpentis,7222,2404,5-8th
3559,friends,7213,2389,1st
3560,winfiction,6970,2389,2nd
3561,headshotbg,4690,2389,3rd
3562,bpro,6762,2389,4th
3563,nip,4411,2325,1st
3564,g2,5995,2325,2nd
3565,dignitas,5422,2325,3-4th
3566,cloud9,5752,2325,3-4th
3567,envy,5991,2325,5-8th
3568,astralis,6665,2325,5-8th
3569,flipsid3,5988,2325,5-8th
3570,heroic,7175,2325,5-8th
3571,tyloo,4863,2325,9-12th
3572,faze,6667,2325,9-12th
3573,vgcyberzen,6773,2325,9-12th
3574,godsent,6902,2325,9-12th
3575,natus-vincere,4608,2325,13-16th
3576,mvp-project,6474,2325,13-16th
3577,hellraisers,5310,2325,13-16th
3578,virtuspro,5378,2325,13-16th
3579,immortals,7010,2403,1-2nd
3580,blight,7105,2403,1-2nd
3581,splyce,6301,2403,3-4th
3582,winterfox,6386,2403,3-4th
3583,denial,4643,2403,5-8th
3584,kingdom,6973,2403,5-8th
3585,bb,7216,2403,5-8th
3586,subtle,7217,2403,5-8th
3587,avant,5293,2428,1-2nd
3588,chiefs,6010,2428,1-2nd
3589,legacy,6468,2428,3-4th
3590,parallax,7077,2428,3-4th
3591,immunity,4791,2428,5-8th
3592,athletico,5680,2428,5-8th
3593,grinny-bankers,7139,2428,5-8th
3594,dark-sided,7212,2428,5-8th
3595,pride,6896,2422,1st
3596,epiphany-bolt,6220,2422,2nd
3597,refuse,4781,2422,3-4th
3598,xpc,4982,2422,3-4th
3599,fmesports,4445,2422,5-8th
3600,headshotbg,4690,2422,5-8th
3601,esuba,5412,2422,5-8th
3602,godsent-academy,7208,2422,5-8th
3603,kinguin,6134,2262,1st
3604,space-soldiers,5929,2262,2nd
3605,pride,6896,2262,3rd
3606,mk,6959,2262,4th
3607,alternate-attax,4501,2262,5th
3608,tricked,4602,2262,6th
3609,inetkoxtv,6998,2262,7th
3610,agg,6686,2262,8th
3611,alternate-attax,4501,2402,1-4th
3612,faze,6667,2402,1-4th
3613,dignitas,5422,2402,1-4th
3614,g2,5995,2402,1-4th
3615,gambit,6651,2402,5-8th
3616,hellraisers,5310,2402,5-8th
3617,godsent,6902,2402,5-8th
3618,kinguin,6134,2402,5-8th
3619,tricked,4602,2402,9-16th
3620,walkover,6851,2402,9-16th
3621,encore,5727,2402,9-16th
3622,deadweight,6944,2402,9-16th
3623,flipsid3,5988,2402,9-16th
3624,passions,7124,2402,9-16th
3625,tengri,7145,2402,9-16th
3626,chaos,7197,2402,9-16th
3627,tricked,4602,2401,1-2nd
3628,tengri,7145,2401,1-2nd
3629,walkover,6851,2401,3rd
3630,esuba,5412,2401,4th
3631,millenium,4559,2401,5-8th
3632,archangels,7039,2401,5-8th
3633,preparation,6724,2401,5-8th
3634,vws,6756,2401,5-8th
3635,singularity,6978,2401,9-16th
3636,darkpassage,7018,2401,9-16th
3637,enro-griffins,4686,2401,9-16th
3638,lgr,7028,2401,9-16th
3639,space-soldiers,5929,2401,9-16th
3640,wcnl,7199,2401,9-16th
3641,geekunit,7200,2401,9-16th
3642,inflames,7201,2401,9-16th
3643,astralis,6665,2412,1st
3644,faze,6667,2412,2nd
3645,mousesports,4494,2412,3-4th
3646,envy,5991,2412,3-4th
3647,dignitas,5422,2412,5-8th
3648,flipsid3,5988,2412,5-8th
3649,gambit,6651,2412,5-8th
3650,godsent,6902,2412,5-8th
3651,encore,5727,2400,1-4th
3652,deadweight,6944,2400,1-4th
3653,passions,7124,2400,1-4th
3654,chaos,7197,2400,1-4th
3655,fnatic-academy,7169,2400,5-8th
3656,iwku,6832,2400,5-8th
3657,vatic,7195,2400,5-8th
3658,qulity,7198,2400,5-8th
3659,oa,7161,2400,9-16th
3660,skitlite,6263,2400,9-16th
3661,tarantula,7172,2400,9-16th
3662,letexerzcarry,7194,2400,9-16th
3663,darkpassage,7018,2400,9-16th
3664,relentless,7196,2400,9-16th
3665,slisk,7140,2400,9-16th
3666,tengri,7145,2400,9-16th
3667,ination,4803,2351,1st
3668,gamepub,5273,2351,2nd
3669,team1231,7014,2351,3rd
3670,faithin,5428,2351,4th
3671,bpro,6762,2379,1st
3672,headshotbg,4690,2379,2nd
3673,winfiction,6970,2379,3-4th
3674,above-the-rest,7188,2379,3-4th
3675,remo-brave,6587,2391,1st
3676,cnb,6618,2391,2nd
3677,pain,4773,2391,3-4th
3678,teamone,6947,2391,3-4th
3679,bravado,5158,2408,1st
3680,aperture,6294,2408,2nd
3681,carbon,6403,2408,3rd
3682,damage-control,5154,2408,4th
3683,energy,5153,2408,5-6th
3684,xtc,6569,2408,5-6th
3685,dreamrar,7153,2415,1st
3686,stubborn,7184,2415,2nd
3687,infinity,7185,2415,3-4th
3688,rulz,7186,2415,3-4th
3689,immortals,7010,2285,1st
3690,cloud9,5752,2285,2nd
3691,heroic,7175,2285,3rd
3692,echo-fox,6680,2285,4th
3693,complexity,5005,2285,5-8th
3694,clg,5974,2285,5-8th
3695,selfless,6736,2285,5-8th
3696,optic,6615,2285,5-8th
3697,nrg,6673,2285,9-12th
3698,tsm,5996,2285,9-12th
3699,rogue,7157,2285,9-12th
3700,winterfox,6386,2285,9-12th
3701,ace,6117,2285,13-15th
3702,synthetik,7099,2285,13-15th
3703,splyce,6301,2285,13-15th
3704,vgcyberzen,6773,2417,1st
3705,ehome,7024,2417,2nd
3706,alternate-attax,4501,2399,1-4th
3707,godsent,6902,2399,1-4th
3708,hellraisers,5310,2399,1-4th
3709,kinguin,6134,2399,1-4th
3710,epsilon,4688,2399,5-8th
3711,space-soldiers,5929,2399,5-8th
3712,shadows,7193,2399,5-8th
3713,vatic,7195,2399,5-8th
3714,tricked,4602,2399,9-16th
3715,teamyoucantbeat,7189,2399,9-16th
3716,enro-griffins,4686,2399,9-16th
3717,defying-gravity,7190,2399,9-16th
3718,localg,7191,2399,9-16th
3719,legendsneverdie,7192,2399,9-16th
3720,letexerzcarry,7194,2399,9-16th
3721,vws,6756,2399,9-16th
3722,xpc,4982,2416,1st
3723,nexus,7187,2416,2nd
3724,mk,6959,2315,1st
3725,penta,5395,2315,2nd
3726,spirit,7020,2315,3-4th
3727,agg,6686,2315,3-4th
3728,epsilon,4688,2315,5-8th
3729,ence,4869,2315,5-8th
3730,kinguin,6134,2315,5-8th
3731,rogue,7157,2315,5-8th
3732,pride,6896,2315,9-12th
3733,space-soldiers,5929,2315,9-12th
3734,lgr,7028,2315,9-12th
3735,x,7059,2315,9-12th
3736,tricked,4602,2315,13-16th
3737,escape,6865,2315,13-16th
3738,secret-fe,6871,2315,13-16th
3739,preparation,6724,2315,13-16th
3740,millenium,4559,1690,1st
3741,spirit,7020,1690,2nd
3742,agg,6686,1690,3rd
3743,dendd,6407,1690,4th
3744,alternate-attax,4501,1690,5-8th
3745,tricked,4602,1690,5-8th
3746,anox,6923,1690,5-8th
3747,magistra,6946,1690,5-8th
3748,pride,6896,1690,9-12th
3749,exotic-island,6964,1690,9-12th
3750,euronics,6343,1690,9-12th
3751,delete,7074,1690,9-12th
3752,ftwpro,5272,1690,13-16th
3753,k1ck,6222,1690,13-16th
3754,galatics,6491,1690,13-16th
3755,genus,7076,1690,13-16th
3756,vgcyberzen,6773,2398,1st
3757,born-of-fire,6502,2398,2nd
3758,new4,4865,2398,3-4th
3759,ehome,7024,2398,3-4th
3760,allgamers,6504,2398,5-6th
3761,energy-pacemaker,7086,2398,5-6th
3762,boot,6898,2398,7-8th
3763,five,6908,2398,7-8th
3764,spirit,7020,2269,1st
3765,pride,6896,2269,2nd
3766,epiphany-bolt,6220,2269,3-4th
3767,preparation,6724,2269,3-4th
3768,xpc,4982,2269,5-8th
3769,anox,6923,2269,5-8th
3770,euronics,6343,2269,5-8th
3771,agg,6686,2269,5-8th
3772,bx3,4606,2269,9-16th
3773,team123,6758,2269,9-16th
3774,refuse,4781,2269,9-16th
3775,alientech,5524,2269,9-16th
3776,darkpassage,7018,2269,9-16th
3777,fruits,7073,2269,9-16th
3778,mmclub,7119,2269,9-16th
3779,tengri,7145,2269,9-16th
3780,grinny-bankers,7139,2414,1st
3781,trident,5290,2414,2nd
3782,aura,5682,2414,3-4th
3783,dark-sided,7212,2414,3-4th
3784,remo-brave,6587,2387,1st
3785,teamone,6947,2387,2nd
3786,progaming,6771,2387,3rd
3787,trs,6000,2387,4th
3788,crashers,6788,2387,5-8th
3789,furious,6799,2387,5-8th
3790,idm,6874,2387,5-8th
3791,black-dragons,7081,2387,5-8th
3792,cloud9,5752,2357,1st
3793,liquid,5973,2357,2nd
3794,optic,6615,2357,3-4th
3795,immortals,7010,2357,3-4th
3796,tsm,5996,2357,5-8th
3797,luminosity,6290,2357,5-8th
3798,nrg,6673,2357,5-8th
3799,selfless,6736,2357,5-8th
3800,mk,6959,2350,1st
3801,crowns,7168,2350,2nd
3802,alternate-attax,4501,2350,3-4th
3803,echo-fox,6680,2350,3-4th
3804,ence,4869,2350,5-6th
3805,g3x,6621,2350,5-6th
3806,chiefs,6010,2350,7-8th
3807,pnda,7155,2350,7-8th
3808,space-soldiers,5929,2356,1st
3809,bravado,5158,2356,2nd
3810,darkpassage,7018,2356,3rd
3811,chosen5,6780,2356,4th
3812,carbon,6403,2356,5-6th
3813,swift,7149,2356,5-6th
3814,damage-control,5154,2356,7-8th
3815,fennec,7154,2356,7-8th
3816,heroic,7175,2324,1st
3817,dignitas,5422,2324,2nd
3818,astralis,6665,2324,3-4th
3819,rogue,7157,2324,3-4th
3820,tricked,4602,2324,5-6th
3821,singularity,6978,2324,5-6th
3822,isak,5831,2324,7-8th
3823,alpha,6807,2324,7-8th
3824,mvp-project,6474,2303,1st
3825,autocracy,6485,2303,2nd
3826,tamulus,6487,2303,3rd
3827,t5,6490,2303,4th
3828,m0nster-white,7072,2303,5-6th
3829,v0rtex-5,7069,2303,5-6th
3830,m0nster,6342,2303,7-8th
3831,player-5,6477,2303,7-8th
3832,nomad,7071,2303,9-10th
3833,furious,7070,2303,9-10th
3834,optic,6615,2364,1-2nd
3835,immortals,7010,2364,1-2nd
3836,cloud9,5752,2364,3-4th
3837,renegades,6211,2364,3-4th
3838,nrg,6673,2364,5-8th
3839,clg,5974,2364,5-8th
3840,tsm,5996,2364,5-8th
3841,luminosity,6290,2364,5-8th
3842,echo-fox,6680,2364,9-12th
3843,selfless,6736,2364,9-12th
3844,prospects,6792,2364,9-12th
3845,kaliber,6981,2364,9-12th
3846,complexity,5005,2364,13-14th
3847,tectonic,6425,2364,13-14th
3848,rush,7104,2364,15-16th
3849,blight,7105,2364,15-16th
3850,x,7059,2329,1-2nd
3851,dignitas,5422,2329,1-2nd
3852,envy,5991,2329,3rd
3853,hellraisers,5310,2329,4th
3854,mousesports,4494,2329,5-8th
3855,spirit,7020,2329,5-8th
3856,faze,6667,2329,5-8th
3857,flipsid3,5988,2329,5-8th
3858,alternate-attax,4501,2329,9-12th
3859,kinguin,6134,2329,9-12th
3860,godsent,6902,2329,9-12th
3861,mk,6959,2329,9-12th
3862,ence,4869,2329,13-16th
3863,fruits,7073,2329,13-16th
3864,agg,6686,2329,13-16th
3865,pride,6896,2329,13-16th
